Vanish™ Airbrush Concealer,P454042,"Water/Aqua, Cyclopentasiloxane, Phenyl Trimethicone, Mica, Butylene Glycol, CetylPeg/Ppg-10/1 Dimethicone, Pvp, Peg-10 Dimethicone, Barium Sulfate, Sodium Chloride, VinylDimethicone/Methicone Silsesquioxane Crosspolymer, Aluminum Hydroxide, Camellia Sinensis Leaf Extract, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Flower Extract, Dimethicone, Disteardimonium Hectorite, Glycyrrhiza Glabra (Licorice) Root Extract, Methicone, Myristic Acid, Palmitic Acid, Polygonum Cuspidatum Root Extract, Polysilicone-11, Rosmarinus Officinalis (Rosemary) Leaf Extract, Scutellaria Baicalensis Root Extract, Squalane, Stearic Acid, Triethoxycaprylylsilane, Chlorphenesin, Phenoxyethanol, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77492, Ci 77491, Ci 77499)."
MakeWaves Lengthening + Volumizing Mascara,P502484,"-Aquaflex&reg; Technology: Conventionally used in haircare styling, this ingredient actively works to define curl using memory hold (it memorizes the wave of your lash) while leaving lashes touchably soft. Technology helps keep lashes humidity-proof, visibly lifted, and curled.<br>-Castor Oil Blend: Helps keep lashes looking healthy, strong, and conditioned.<br><br>Water/Aqua/Eau, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de carnauba, Glyceryl Stearate, Hydrogenated Olive Oil Stearyl Esters, Synthetic Wax, VP/VA Copolymer, Stearic Acid, Helianthus Annuus (Sunflower) Seed Wax, Palmitic Acid, Butylene Glycol, Olea Europaea (Olive) Oil Unsaponifiables, Aminomethyl Propanol, Ricinus Communis (Castor) Seed Oil, 1,2-Hexanediol, Caprylyl Glycol, Polyimide-1, Galactoarabinan, Rhus Succedanea Fruit Wax, Shorea Robusta Resin, Sodium Dehydroacetate, Lecithin, Tocopherol, Ascorbyl Palmitate, Citric Acid, Iron Oxides (CI 77499), Ultramarines (CI 77007).<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
Cicapair ™ Tiger Grass Camo Drops Color Corrector SPF 35,P429250,"-Mineral Sunscreen (Zinc Oxide and Titanium Dioxide): Reflects UVA/UVB rays, protecting skin from sun damage.<br><br>Cyclopentasiloxane, <i>Centella asiatica</i> Extract, Isononyl Isononanoate, Butylene Glycol, Titanium Dioxide, Zinc Oxide, Glycerin, Niacinamide, Polymethylsilsesquioxane, Methyl Methacrylate Crosspolymer, Water, Sodium Chloride, Disteardimonium Hectorite, Iron Oxides (CI 77492), Aluminum Hydroxide, Triethoxycaprylylsilane, Acrylates/Dimethicone Copolymer, Chromium Oxide Greens, Beeswax, Disodium EDTA, Asiaticoside, Hydrogenated Lecithin, Lavandula Angustifolia (Lavender) Oil, Asiatic Acid, Rosmarinus Officinalis (Rosemary) Leaf Oil, <i>Centella asiatica</i> Leaf Water, Helianthus Annuus (Sunflower) Seed Oil, Houttuynia Cordata Extract, Alcohol, Caprylic/Capric Triglyceride, Phenoxyethanol, Anthemis Nobilis Flower Oil, Lecithin, Arnica Montana Flower Extract, Aniba Rosaeodora (Rosewood) Wood Oil, Ethylhexylglycerin, Madecassoside, Methyl Trimethicone, Butyloctyl Salicylate, Pentaerythrityl Tetraisostearate, Diphenysiloxy Phenyl Trimethicone, Dipropylene Glycol, Isododecane, Lauryl PEG-10 Tris (Trimethysiloxy) Silylethyl Dimethicone, Magnesium Sulfate, Polyglyceryl-4 Isostearate, Dipentaerythrityl Hexahydroxystearate / Hexastearate / Hexarosinate, 1,2-Hexanediol, Iron Oxides (CI 77491), Caprylyl Glycol, Synthetic Fluorphlogopite, Glyceryl Caprylate, Zein, Silica Dimethyl Silylate, Adenosine, Zea Mays (Corn) Starch, Citrus Paradisi (Grapefruit) Peel Oil, Dipotassium Phosphate, Calcium Stearate, Gossypium Herbaceum (Cotton) Seed Oil, Panthenol, Tocopherol, Anastatica Hierochuntica Extract, Pentylene Glycol, Magnesium Aspartate, Zinc Gluconate, Brassica Campestris (Rapeseed) Sterols, Leuconostoc / Radish Root Ferment Filtrate, Sucrose Laurate, Polyglyceryl-2 Caprate, Fragaria Vesca (Strawberry) Fruit Extract, Lysolecithin, Ceramide NP, Copper Gluconate, Sodium Ascorbyl Phosphate, Madecassic Acid."
Instant FIRMx® No-Filter Primer,P503702,"-Firm-A-Tite&trade;: A blend of silicates and seaweed extract.<br>-3% BarPull: Hydrates and provides long-term benefits.<br>-Elastiflex IQ&trade;: Helps improve the look of smoothness and elasticity over time.<br><br>Water, Glycerin, Butylene Glycol, Sodium Silicate, Sodium Magnesium Fluorosilicate, Magnesium Aluminum Silicate, Sea Water, Carrageenan, Pullulan, Sodium Phytate, Xanthan Gum, Hydrolyzed Rhodophyceae Extract, Sodium Benzoate, Foeniculum Vulgare (Fennel) Seed Extract, Symphytum Officinale Root Extract, Dipeptide-2, Citric Acid, Palmitoyl Tetrapeptide-7, Boswellia Serrata Extract, Centella Asiatica Extract, Mica, Argania Spinosa Kernel Extract, Camellia Sinensis Leaf Extract, Hesperidin Methyl Chalcone, Lactobacillus Ferment Lysate, Saccharomyces Lysate, Hydrolyzed Lupine Protein, Medicago Sativa (Alfalfa) Seed Extract, Tocopheryl Acetate, Ascorbic Acid, Panthenol, Carbomer, Sodium Citrate, Chlorhexidine Digluconate, Iron Oxides, Titanium Dioxide, 1,2-Hexanediol, Caprylyl Glycol, Steareth-20, Sodium Cocoyl Glutamate, Potassium Sorbate, Hydroxyacetophenone, Phenoxyethanol."
Clean Lip Balm & Scrub,P500744,"-Plant-based Waxes and Butters: Nourishes and moisturizes. <br><br>Hydrogenated Vegetable Oil, Ricinus Communis (Castor) Seed Oil, Helianthus Annuus Seed Cera (Helianthus Annuus (Sunflower) Seed Wax), Butyrospermum Parkii Butter (Butyrospermum Parkii (Shea Butter)), Theobroma Cacao (Cocoa) Seed Butter, Dicalcium Phosphate, Cocos Nucifera (Coconut) Oil, Parfum (Fragrance), Tocopherol, CI 77947 (Zinc Oxide), Sucralose, Helianthus Annuus (Sunflower) Seed Oil, CI 77492 (Iron Oxides), CI 77499 (Iron Oxides), CI 77491 (Iron Oxides), Citric Acid, Alumina, Magnesium Oxide.<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
Gloss Bomb Crystal Holographic Lip Luminizer,P508734,"Polybutene, Octyldodecanol, Bis-Diglyceryl Polyacyladipate-2, Tricaprylin, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Silica, Polyethylene, Silica Dimethyl Silylate, Butyrospermum Parkii (Shea) Butter, Vp/Eicosene Copolymer, Sorbitan Oleate, Vp/Hexadecene Copolymer, Calcium Sodium Borosilicate, Caprylyl Glycol, Cholesteryl Oleyl Carbonate, Octyldodecyl Neopentanoate, Butyrospermum Parkii (Shea) Butter Unsaponifiables, Aroma/Flavor, Parfum/Fragrance, Cholesteryl Chloride, Cholesteryl Nonanoate, Diisostearyl Malate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tocopherol, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Bht, Benzyl Benzoate, Limonene, Titanium Dioxide (Ci 77891), Manganese Violet (Ci 77742)."
Ultra-Black Lash Lifting & Lengthening Serum Mascara,P502071,"-Pigment Treated with Squalane: Provides glossy, deep-black color.<br>-Argan Oil Extract and Goji Berry Oil Extract: Rich in vitamins and minerals to prevent lash damage.<br>-Carnauba, Sunflower, and Candelilla Waxes: Deliver weightless volume.<br><br>Water/Aqua/Eau, Iron Oxide (CI 77499), Helianthus Annuus (Sunflower) Seed Wax, Euphorbia Cerifera (Candelilla) Wax, Propanediol, Pullulan, Stearic Acid, Copernicia Cerifera (Carnauba) Wax, Polyglyceryl-3 Rice Branate, Palmitic Acid, Argania Spinosa Kernel Oil, Squalane, Myristoyl Pentapeptide-17, Lycium Barbarum Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Caprylyl Glycol, Phenoxyethanol, Hexylene Glycol, 1,2-Hexanediol, Sodium Benzoate, Benzoic Acid, Benzyl Alcohol, Sodium Dehydroacetate, Sodium Hydroxide.<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list): <br></b>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
The Mini Lip Butter Balm Set,P507158,"-Shea and Murumuru Seed Butters: Natural moisturizers that soothe, nourish, and condition parched lips.<br>-Vegan Waxes: Visibly soften and boost shine all day with a smooth, never-greasy texture.<br>-Natural Flavors: A sweet-yet-subtle hint of vanilla, citrus, or brown sugar flavor.<br><br><b>Lip Butter Balm Vanilla: <br></b>Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Diisostearyl Malate, Hydrogenated Polyisobutene, Polybutene, Hydrogenated Poly (C6-14 Olefin), Butyrospermum Parkii (Shea) Butter, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Octyldodecanol, Synthetic Wax, Disteardimonium Hectorite, Astrocaryum Murumuru Seed Butter, Sodium Hyaluronate, Vanillin, Tocopherol, Propylene Carbonate, Polyglyceryl-2 Diisostearate, Mica, BHT.<br><br><b>Lip Butter Balm Vanilla Beige: <br></b>Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Diisostearyl Malate, Hydrogenated Polyisobutene, Polybutene, Hydrogenated Poly (C6-14 Olefin), Butyrospermum Parkii (Shea) Butter, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Octyldodecanol, Synthetic Wax, Disteardimonium Hectorite, Astrocaryum Murumuru Seed Butter, Sodium Hyaluronate, Vanillin, Tocopherol, Propylene Carbonate, Polyglyceryl-2 Diisostearate, Mica, BHT, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499).<br><br><b>Lip Butter Balm Brown Sugar: <br></b>Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Diisostearyl Malate, Hydrogenated Polyisobutene, Polybutene, Hydrogenated Poly (C6-14 Olefin), Butyrospermum Parkii (Shea) Butter, Microcrystalline Wax / Cera Microcristallina / Cire microcristalline, Octyldodecanol, Synthetic Wax, Disteardimonium Hectorite, Astrocaryum Murumuru Seed Butter, Sodium Hyaluronate, Tocopherol, Propylene Carbonate, Polyglyceryl-2 Diisostearate, Aluminum Hydroxide, Fragrance/Parfum, Mica, BHT, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Blue 1 Lake (CI 42090).<br><br><b>Lip Butter Balm Poppy: <br></b>Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Diisostearyl Malate, Hydrogenated Polyisobutene, Polybutene, Hydrogenated Poly (C6-14 Olefin), Butyrospermum Parkii (Shea) Butter, Microcrystalline Wax/Cera Microcristallina/Cire Microcristalline, Octyldodecanol, Synthetic Wax, Disteardimonium Hectorite, Mica, Astrocaryum Murumuru Seed Butter, Sodium Hyaluronate, Propylene Carbonate, Tocopherol, Rosin/Colophonium/Colophane, BHT, Polyglyceryl-2 Diisostearate, Aluminum Hydroxide, Fragrance/Parfum, Limonene, Yellow 5 Lake (CI 19140), Red 6 Lake (CI 15850), Titanium Dioxide (CI 77891), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410).<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category&mdash;this is not an exhaustive list):</b> <br>Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) under 0.1%, Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Paraffin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos), Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1,4-Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1,4-Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)."
Perfect Strokes Longwear & Waterproof Gel Eyeliner,P506844,"Trimethylsiloxysilicate, Isododecane, Synthetic Wax, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polybutene, Polyglyceryl-10 Pentaisostearate, Polymethylsilsesquioxane, Synthetic Beeswax, Silica, Mica, Silica Silylate, Disteardimonium Hectorite, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Copernicia Cerifera (Carnauba) Wax/Copernicia Cerifera Cera/Cire de carnauba, Propylene Carbonate, Iron Oxides (CI 77499), Ferric Ammonium Ferrocyanide (CI 77510), Carbon Black (CI 77266) [nano]."
Maracuja Juicy Lip Plump,P482750,"-Maracuja Oil: Is rich in essential fatty acids and vitamin C for smoother-looking lips.<br>-Grapeseed Oil: Is known to diminish visible signs of aging. <br>-Goji: Supports collagen production and helps retain skin&rsquo;s moisture.<br><br>Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimer Dilinoleate, Diisostearyl Malate, Bis-Diglyceryl Polyacyladipate-2, Polyglyceryl-2 Triisostearate, Hydrogenated Polyisobutene, Ceresin, Menthone Glycerin Acetal, Microcrystalline Wax/Cera Microcristallina/Cire Microcrystalline, Passiflora Edulis Seed Oil, Passiflora Incarnata Fruit Extract, Vitis Vinifera (Grape) Seed Oil, Flavor/Aroma, Citrullus Lanatus (Watermelon) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Euterpe Oleracea Fruit Extract, Fragaria Vesca (Strawberry) Fruit Extract, Lycium Barbarum Fruit Extract, Malpighia Punicifolia (Acerola) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Punica Granatum Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Vaccinium Macrocarpon (Cranberry) Fruit Extract, Tocopherol, 1,2- Hexanediol, Ethylhexyl Palmitate, Trihydroxystearin, Sodium Hyaluronate, Benzyl Benzoate, Tocopheryl Acetate, Benzyl Alcohol. (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 7 Lake (CI 15850), Yellow 6 Lake (CI 15985), Yellow 5 Lake (CI 19140), Red 28 Lake (CI 45410)."
Lip Cheat Lip Liner,P433516,"<p>Cyclopentasiloxane, Synthetic Wax, Isododecane, Polybutene, Hydrogenated Cottonseed Oil, Mica, Cera Microcristallina/Microcrystalline Wax/Cire Microcristalline, Ozokerite, Ethylhexyl Palmitate, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Ascorbyl Palmitate, Silica Dimethyl Silylate, Butylene Glycol, Caprylyl Glycol, Phenoxyethanol, Sodium Hyaluronate, Hexylene Glycol, [+/- Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 7 Lake (Ci 15850)].
</p><p><br></p>"
Eaze Drop Blurring Skin Tint,P470025,"Aqua/Water/Eau, Dimethicone, Dicaprylyl Carbonate, Talc, Isostearyl Neopentanoate, Peg-10 Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Glycerin, Trimethylsiloxysilicate, Isododecane, Bis-Peg/Ppg-14/14 Dimethicone, Phenoxyethanol, Sodium Chloride, Dimethicone Crosspolymer, Magnesium Sulfate, Hydrogen Dimethicone, Sodium Dehydroacetate, Trehalose, Urea, Potassium Sorbate, Silica, Disteardimonium Hectorite, Aluminum Hydroxide, Benzoic Acid, Sodium Hyaluronate, C24-28 Alkyl Methicone, Pentylene Glycol, Serine, Dehydroacetic Acid, Propylene Carbonate, Ethylhexylglycerin, Algin, Caprylyl Glycol, Disodium Phosphate, Glyceryl Polyacrylate, Pullulan, Tocopherol, Potassium Phosphate, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891)."
24-HR Brow Setter Clear Brow Gel with Lamination Effect,P409242,"<p>-Provitamin B5: Helps brows look polished and defined. </p><p>-Polymers: Sculpt brow hairs and help the formula last all day. </p><p><br></p><p>Aqua (Water), Alcohol, Acrylates Copolymer, Amp-Acrylates Copolymer, Hydroxyethylcellulose, Phenoxyethanol, PEG-12 Dimethicone, Caprylyl Glycol, Panthenol, Butylene Glycol, Gossypium Herbaceum (Cotton) Extract.</p><p><br></p><p>DISCLAIMER: PRODUCT INGREDIENT LISTINGS ARE UPDATED PERIODICALLY. BEFORE USING A BENEFIT PRODUCT, PLEASE READ THE INGREDIENT LIST ON THE PACKAGING OF YOUR PRODUCT TO BE SURE THAT THE INGREDIENTS ARE APPROPRIATE FOR YOUR PERSONAL USE.</p>"
Mini Dew Blush Trio Set,P508296,"-Elderberry Fruit Extract: Fights free-radical and environmental damage.<br>-Licorice Root Extract: Brightens the overall appearance of skin.<br>-Plant-Derived Glycerin: A powerful humectant known to increase skin&rsquo;s natural moisture level.<br><br><b>Dew Blush in Rosy, Chilly, Baby:<br></b>Isocetyl Stearoyl Stearate, Glycerin, Tribehenin, Sambucus Nigra (Elderberry) Fruit Extract, Mica, Glyceryl Stearate, Glycyrrhiza Glabra (Licorice) Root Extract, Silica, Morus Alba (White Mulberry) Root Extract, Symphytum Officinale (Comfrey) Leaf Extract, Oenothera Biennis (Evening Primrose) Root Extract. [+/- May Contain/ Peut Contenir: Titanium Dioxide Ci77891, Iron Oxides (Ci77492, Ci77491, Ci77499), Yellow 6 Lake, Red 7 Lake, Red 22 Lake, Ferric Ferrocyanide]"
Sephora Colorful® Shadow and Liner Pencil,P509031,"Isododecane, CI 77000 (Aluminum Powder), Trimethylsiloxysilicate, Polyethylene, Dimethicone, Synthetic Wax, Synthetic Fluorphlogopite, Silica, Polybutene, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, CI 77891 (Titanium Dioxide), Mica, Caprylic/Capric Triglyceride, Stearalkonium Hectorite, Propylene Carbonate."
Rosebud Salve in a Tube,P266126," -Aromol (7 Essential Trade Secret Rose Oils): Heals and adds an aromatic touch.<br />-Petrolatum: Moisturizes and protects against the elements.

<br /><br />

Cotton Seed Oil, Aromol, Essential Oils, Petrolatum Base.
<br><br>
<br><br><b>Clean at Sephora products are formulated without the following banned or restricted ingredients (please see Clean at Sephora landing page for full list of specific restrictions and allowances by category – this is not an exhaustive list): </b><br>
Acrylates, Aluminum Salts, Animal Musks/Fats/Oils, Benzophenones and related compounds, Butoxyethanol, Butylated hydroxyanisole (BHA), Butylated hydroxytulolene (BHT) under 0.1% , Carbon Black or Black 2, Coal Tar, Ethanolamines, Formaldehyde and Formaldehyde Releasing Agents, Hydroquinone, Lead and Lead Acetate, Mercury + Mercury Compounds (Thimerisol), Methoxyethanol, Methyl Cellosolve, Methylchloroisothiazolinone and Methylisothiazolinone, Mineral Oil, Nanomaterials (restrictions for specific nanomaterials only), Oxybenzone, Parabens, Petrolatum and Parrafin (USP grade only), Phenoxyethanol under 1%, Phthalates, Plastic Microbeads, Polyacrylamide & Acrylamide, Resorcinol, Retinyl Palmitate, Styrene, Sulfates, Talc (no detection of asbestos) , Toluene, Triclosan and Triclocarban, Undisclosed Synthetic Fragrance (under 1% and formulated without Acetaldehyde, Acetone, Acetonitrile, Benzalkonium chloride, BPA, EDTA, Methylene chloride, PTFE, PFOA), 1, 4, Dioxane (ingredients must comply with impurity thresholds), Octinoxate, PFAS compounds, Nitromusks and Polycyclic Musks, Ethoxylated Ingredients (including PEGS or polyethylene glycol must meet contamination limits for 1’4 Dioxane and ethylene oxide), Cyclic Silicones, EDTA and derivatives (allowed if no technical substitute under 0.2%)"
